oz,1 & 2,3,4,5,6,7,8,9
1,$2.74 ,$2.76 ,$2.78 ,$2.84 ,$2.93 ,$3.05 ,$3.18 ,$3.18 
2,2.74,2.76,2.78,2.84,2.93,3.05,3.18,3.18
3,2.74,2.76,2.78,2.84,2.93,3.05,3.18,3.18
4,2.74,2.76,2.78,2.84,2.93,3.05,3.18,3.18
5,3.21,3.23,3.25,3.31,3.39,3.52,3.67,3.67
6,3.21,3.23,3.25,3.31,3.39,3.52,3.67,3.67
7,3.21,3.23,3.25,3.31,3.39,3.52,3.67,3.67
8,3.21,3.23,3.25,3.31,3.39,3.52,3.67,3.67
9,3.93,3.97,4,4.08,4.18,4.32,4.46,4.46
10,3.93,3.97,4,4.08,4.18,4.32,4.46,4.46
11,3.93,3.97,4,4.08,4.18,4.32,4.46,4.46
12,3.93,3.97,4,4.08,4.18,4.32,4.46,4.46
13,5.04,5.08,5.12,5.27,5.4,5.54,5.7,5.7
14,5.04,5.08,5.12,5.27,5.4,5.54,5.7,5.7
15,5.04,5.08,5.12,5.27,5.4,5.54,5.7,5.7
15.999,5.04,5.08,5.12,5.27,5.4,5.54,5.7,5.7
